airport_ref,airport_ident,length_ft,width_ft,surface,lighted,closed,le_ident,le_latitude_deg,le_longitude_deg,le_elevation_ft,le_heading_degT,le_displaced_threshold_ft,he_ident,he_latitude_deg,he_longitude_deg,he_elevation_ft,he_heading_degT,he_displaced_threshold_ft,name
3074,EG73,3599,151,ASP,0,0,11,57.7588,-3.95095,26,102,0,29,57.7567,-3.93295,26,282,0,RNAS Fearn Air Base
2448,EGNT,7642,151,ASP,1,0,7,55.0341173778474,-1.70414729413032,263,65,394,25,55.0416773146415,-1.67569203474045,239,245,446,Newcastle AP
3075,EG74,9842,197,ASP,0,0,6,52.4842744877812,-1.14903475330353,463,58,1213,24,52.4983371621704,-1.11527249870301,454,238,1213,Bruntingthorpe AP
2385,EGAA,9121,148,ASP,1,0,7,54.6523,-6.23524,206,65,0,25,54.6628,-6.19618,268,245,0,Belfast International AP
2385,EGAA,6204,148,ASP,1,0,17,54.6579,-6.22862,206,162,525,35,54.6426,-6.21999,258,342,502,Belfast International AP
2386,EGAB,4350,98,ASP,1,0,15,54.4026214141519,-7.65746725856458,154,140,328,33,54.3957774276846,-7.64743477850745,154,320,1093,Enniskillen/St Angelo AP
2387,EGAC,6001,148,ASP,1,0,4,54.6114,-5.88072,13,35,303,22,54.6249,-5.86443,12,215,0,George Best Belfast City AP
2388,EGAE,6460,147,ASP,1,0,8,55.0404,-7.17505,11,73,278,26,55.0452,-7.14733,11,253,0,City of Derry AP
2389,EGBB,10013,148,ASP,1,0,15,52.463397174447,-1.75863163887023,305,148,1069,33,52.4464,-1.73972,328,328,987,Birmingham International AP
2390,EGBE,5988,151,ASP,1,0,5,52.3644,-1.48928,267,47,0,23,52.3755,-1.46957,265,227,420,Coventry AP
2391,EGBG,1608,59,ASP,0,0,4,52.6038257638443,-1.03017195221902,463,38,0,22,52.6072172764662,-1.02565253621101,467,218,0,Leicester AP
2391,EGBG,1099,98,GRS,0,0,6,52.6050178045114,-1.0309560638237,463,55,0,24,52.6071464786282,-1.02713953372954,469,235,0,Leicester AP
2391,EGBG,3084,98,ASP,1,0,10,52.6083032818099,-1.03885072825908,450,96,0,28,52.6074303523226,-1.02521294477463,467,276,0,Leicester AP
2391,EGBG,1624,59,ASP,0,0,15,52.6077700545194,-1.03394766749381,464,149,0,33,52.6039668073319,-1.03024273991584,463,329,0,Leicester AP
2391,EGBG,1371,98,GRS,0,0,16,52.6075944439518,-1.03297446015358,464,151,0,34,52.6043449217724,-1.02978288649082,463,331,0,Leicester AP
2392,EGBJ,3218,112,ASP,1,0,4,51.888703010238,-2.16801466501236,83,35,0,22,51.8951486084166,-2.16082297189713,86,215,289,Gloucestershire AP
2392,EGBJ,4656,112,ASP,1,0,9,51.893433796929,-2.17686863061904,74,85,387,27,51.894494006779,-2.16121488660812,87,265,1024,Gloucestershire AP
2392,EGBJ,2625,59,ASP,0,0,18,51.8974348764846,-2.16639967857362,81,174,0,36,51.8905310782557,-2.16517702579498,88,354,0,Gloucestershire AP
2393,EGBN,2693,75,ASP,0,0,3,52.9167,-1.07944,114,28,0,21,52.9231,-1.07361,95,208,0,Nottingham AP
2393,EGBN,3445,98,ASP,1,0,9,52.9197,-1.08583,127,88,699,27,52.92,-1.07,90,268,397,Nottingham AP
2394,EGBO,2083,59,ASP,0,0,4,52.5164558241284,-2.26641040740967,260,37,98,22,52.5200848583729,-2.26198693519593,271,217,295,Wolverhampton Halfpenny Green AP
2394,EGBO,2624,75,ASP,1,0,10,52.5171988045496,-2.26712933002471,257,97,518,28,52.5163914042222,-2.25613865774154,274,277,459,Wolverhampton Halfpenny Green AP
2394,EGBO,3878,98,ASP,1,0,16,52.5203599609552,-2.26173332736969,277,156,720,34,52.5141898873413,-2.25718095966339,278,336,615,Wolverhampton Halfpenny Green AP
2395,EGBP,6591,148,ASP,1,0,8,51.666865344009,-2.06836828668595,433,80,561,26,51.6692323664428,-2.04582969992637,412,260,869,Cotswold AP
2396,EGBT,3002,60,ASP,0,0,9,52.0407,-1.10222,430,87,279,27,52.0408,-1.08917,426,267,98,Turweston AP
2397,EGBW,1926,59,ASP,0,0,5,52.1872,-1.61778,159,46,0,23,52.191,-1.61139,156,226,0,Wellesbourne Airfield
2397,EGBW,3009,75,ASP,1,0,18,52.1964,-1.615,152,176,0,36,52.1881,-1.61389,157,356,0,Wellesbourne Airfield
2398,EGCC,10000,148,ASP,1,0,05L,53.3451,-2.29274,212,51,1401,23R,53.3624,-2.25714,249,231,600,Manchester AP
2398,EGCC,10007,148,CON,1,0,05R,53.332,-2.31066,186,51,604,23L,53.3491,-2.27499,227,231,604,Manchester AP
2399,EGCD,7519,151,ASP,1,0,7,53.3339,-2.165,282,67,758,25,53.3419,-2.13333,288,247,2038,Manchester Woodford AP
2400,EGCK,3534,75,ASP,0,0,2,53.0995,-4.34238,12,13,253,20,53.1088,-4.33873,13,193,0,Caernarfon AP
2400,EGCK,2887,75,ASP,1,0,7,53.1006,-4.34333,12,71,184,25,53.1033,-4.33006,11,251,292,Caernarfon AP
2401,EGCN,9495,197,ASP,1,0,2,53.4624,-1.01115,52,18,714,20,53.4871,-0.997739,26,198,281,Robin Hood Doncaster Sheffield AP
2402,EGCW,3346,59,ASP,0,0,4,52.6248,-3.15776,233,36,318,22,52.6322,-3.149,233,216,364,Welshpool AP
2403,EGDC,6014,151,ASP,1,0,10,51.0871,-4.16351,20,90,0,28,51.0872,-4.13735,24,270,0,Royal Marines Base Chivenor AP
2405,EGDL,7828,148,ASP,1,0,6,51.5022,-2.01102,511,60,0,24,51.5128,-1.98118,447,240,607,RAF Lyneham
2405,EGDL,5991,148,ASP,1,0,18,51.5115,-1.98995,451,175,0,36,51.4951,-1.98763,439,355,0,RAF Lyneham
2406,EGDM,10538,150,PEM,1,0,5,51.1441,-1.76861,401,50,0,23,51.162,-1.73452,378,230,0,MoD Boscombe Down AP
2406,EGDM,6278,150,PEM,0,0,17,51.1616,-1.73369,378,167,0,35,51.1448,-1.72733,356,347,0,MoD Boscombe Down AP
2407,EGDO,5984,151,ASP,0,0,5,49.9907,-5.237,283,39,0,23,50.0043,-5.21967,289,219,0,RNAS Predannack Air Base
2408,EGDR,3372,151,ASP,1,0,6,50.0853239142481,-5.26306230422974,251,63,0,24,50.0894173977345,-5.25059728836059,264,243,0,RNAS Culdrose
2408,EGDR,6006,151,ASP,1,0,11,50.0885173961833,-5.26554521957397,258,113,0,29,50.0822550764856,-5.242532390213,267,293,0,RNAS Culdrose
2408,EGDR,3448,151,ASP,1,0,18,50.0899173985963,-5.25179489814759,261,179,0,36,50.0807134285977,-5.25142708465577,253,359,0,RNAS Culdrose
2409,EGDX,5997,141,ASP,1,0,7,51.4028,-3.44601,160,73,0,25,51.4076,-3.42092,133,253,0,St. Athan AP
2410,EGDY,4797,151,CON,1,0,4,51.0037,-2.64419,75,37,0,22,51.0142,-2.63162,69,217,0,RNAS Yeovilton
2410,EGDY,7580,151,CON,1,0,8,51.007,-2.66172,53,83,0,26,51.0095,-2.62904,69,263,76,RNAS Yeovilton
2411,EGEC,5741,151,ASP,1,0,11,55.4379508055582,-5.69008325580598,38,106,600,29,55.4346569771437,-5.67005281089783,38,286,1400,Campbeltown AP
2412,EGEO,4146,98,ASP,1,0,1,56.4590425693143,-5.40064469444276,23,6,400,19,56.4675301688538,-5.39919795833588,23,186,670,Oban AP
2413,EGFA,3031,75,ASP,1,0,8,52.114,-4.56336,420,72,125,26,52.1166,-4.55053,413,252,135,Aberporth AP
2414,EGFE,5000,148,ASP,1,0,3,51.8271,-4.96664,141,30,745,21,51.839,-4.95568,147,210,837,Haverfordwest AP
2414,EGFE,3412,148,ASP,0,0,9,51.8339,-4.97028,148,88,787,27,51.8342,-4.95528,138,268,689,Haverfordwest AP
2415,EGFF,7723,148,ASP,1,0,12,51.4015,-3.35868,205,117,797,30,51.3918,-3.32799,213,297,551,Cardiff International AP
2416,EGFH,4429,151,CON,1,0,4,51.5999,-4.07421,261,36,200,22,51.6101,-4.06215,295,216,295,Swansea AP
2416,EGFH,2812,151,ASP,1,0,10,51.6012,-4.07626,256,97,108,28,51.6004,-4.06397,255,277,98,Swansea AP
2417,EGGD,6597,147,ASP,1,0,9,51.3821,-2.7335,613,86,0,27,51.3832,-2.70467,601,266,443,Bristol AP
2418,EGGP,7497,150,ASP,1,0,9,53.3329,-2.86602,59,86,200,27,53.3344,-2.83269,77,266,0,Liverpool John Lennon AP
2419,EGGW,7093,150,ASP,1,0,7,51.872,-0.38355,515,74,0,25,51.8772,-0.353333,508,254,279,London Luton AP
2420,EGHD,2641,85,ASP,1,0,6,50.4202,-4.11649,458,48,150,24,50.425,-4.10805,473,228,166,Plymouth City AP
2420,EGHD,3809,98,ASP,1,0,13,50.4255,-4.11259,474,123,220,31,50.42,-4.09901,439,303,197,Plymouth City AP
29140,EGHE,1716,59,ASP,1,0,9,49.9133,-6.29542,103,87,0,27,49.9135,-6.28844,105,267,0,St. Mary's AP
29140,EGHE,2123,75,asphalt,1,0,14,49.9153,-6.29453,104,139,0,32,49.9112,-6.28907,82,319,0,St. Mary's AP
2421,EGHH,7451,151,ASP,1,0,8,50.7775,-1.85793,38,75,1383,26,50.7827,-1.82679,31,255,0,Bournemouth AP
2422,EGHI,5653,121,ASP,1,0,2,50.943,-1.36088,31,19,240,20,50.9576,-1.35274,44,199,145,Southampton AP
2423,EGHL,5896,131,ASP,0,0,9,51.187,-1.04643,603,86,0,27,51.1882,-1.02079,570,266,0,Lasham Airfield
2404,EGHQ,9006,285,ASP,1,0,12,50.447,-5.01203,306,121,0,30,50.4345,-4.97876,390,301,0,Newquay Cornwall AP
2424,EGJA,1630,121,GRE,0,0,3,49.7053,-2.21306,277,27,0,21,49.7092,-2.21,285,207,0,Alderney AP
2424,EGJA,2887,75,ASP,1,0,8,49.706,-2.22085,284,80,0,26,49.7074,-2.20884,290,260,0,Alderney AP
2424,EGJA,2402,121,GRE,1,0,14,49.7089,-2.22134,268,133,0,32,49.7044,-2.21394,277,313,0,Alderney AP
2425,EGJB,5194,148,ASP,1,0,9,49.4347,-2.61204,302,88,33,27,49.4352,-2.5919,336,268,33,Guernsey AP
2426,EGJJ,5597,148,ASP,1,0,8,49.207,-2.20693,270,83,200,26,49.2089,-2.18368,271,263,299,Jersey AP
2427,EGKA,3399,59,ASP,1,0,2,50.832,-0.299531,3,22,293,20,50.8399,-0.294595,3,202,313,Shoreham AP
2427,EGKA,2877,164,GRE,0,0,7,50.8326,-0.300292,3,64,0,25,50.8362,-0.288933,0,244,0,Shoreham AP
2427,EGKA,1312,98,GRE,0,0,13,50.8383,-0.294522,0,125,0,31,50.8362,-0.289742,0,305,0,Shoreham AP
2428,EGKB,5912,148,ASP,1,0,3,51.3236,0.027057,577,26,790,21,51.3383,0.03805,517,206,0,London Biggin Hill AP
321690,EGKC,1995,59,Asphalt,0,0,2,50.7992,-0.661778,3,38,0,20,50.8035,-0.65651,3,218,0,Bognor Regis
2429,EGKK,8415,148,ASP,1,0,08L,51.1469,-0.212569,195,78,1053,26R,51.1518,-0.176814,195,258,1366,London Gatwick AP
2429,EGKK,10879,147,ASP,1,0,08R,51.1451,-0.212314,196,78,1288,26L,51.1512,-0.168192,196,258,878,London Gatwick AP
29155,EGKR,2241,75,Grass,1,0,08L,51.2136,-0.143247,205,75,0,26R,51.2152,-0.133831,205,255,0,Redhill Aerodrome
29155,EGKR,2943,98,Grass,0,0,08R,51.2125,-0.144858,222,74,0,26L,51.2147,-0.132483,197,254,0,Redhill Aerodrome
29155,EGKR,2792,82,Grass,0,0,18,51.2176,-0.140667,206,181,0,36,51.2113,-0.140844,200,1,0,Redhill Aerodrome
2430,EGLC,4948,98,CON,1,0,9,51.5056,0.044183,16,93,358,27,51.5049,0.065878,19,273,211,London City AP
2431,EGLF,8005,148,ASP,1,0,6,51.2706,-0.792044,225,62,1772,24,51.2808,-0.761162,219,242,2090,Farnborough AP
2432,EGLJ,4167,151,ASP,1,0,18,51.6833,-1.07709,222,178,0,36,51.6719,-1.07644,238,358,151,Chalgrove AP
2433,EGLK,4380,151,ASP,1,0,7,51.3221,-0.856622,322,72,788,25,51.3257,-0.838378,324,252,843,Blackbushe AP
2434,EGLL,12799,164,ASP,1,0,09L,51.4775,-0.489428,79,90,1007,27R,51.4777,-0.433264,78,270,0,London Heathrow AP
2434,EGLL,12001,148,ASP,1,0,09R,51.4649,-0.486772,75,90,1013,27L,51.465,-0.434075,77,270,0,London Heathrow AP
29159,EGLM,3363,148,GRS,0,0,3,51.4957,-0.768006,114,357,0,21,51.504,-0.768597,127,177,0,White Waltham Airfield
29159,EGLM,3642,148,GRS,0,0,7,51.4986,-0.781661,126,64,0,25,51.5027,-0.768006,123,244,0,White Waltham Airfield
29159,EGLM,3051,98,GRS,0,0,11,51.4997,-0.779747,126,110,0,29,51.497,-0.768008,114,290,0,White Waltham Airfield
2435,EGMC,6089,118,ASP,1,0,5,51.5672,0.686268,49,54,571,23,51.5756,0.704996,37,234,479,Southend AP
2436,EGMD,4938,121,ASP,1,0,3,50.9505,0.933364,10,33,0,21,50.9616,0.944669,12,213,115,Lydd AP
2437,EGMH,9029,200,ASP,1,0,10,51.3446,1.32683,171,101,0,28,51.3397,1.36556,172,281,0,Kent International AP (Manston)
2438,EGNB,2070,59,GRS,0,0,6,53.7181,-0.567778,12,58,197,24,53.7208,-0.560278,11,238,0,Brough AP
2438,EGNB,3458,98,ASP,0,0,12,53.7232,-0.572939,16,113,550,30,53.7196,-0.558172,16,293,0,Brough AP
2439,EGNC,2904,75,ASP,0,0,1,54.9355,-2.81133,151,1,0,19,54.9423,-2.8111,159,181,423,Carlisle AP
2439,EGNC,6000,98,Grooved ASP,1,0,6,54.9342,-2.81862,144,59,652,24,54.9405,-2.80001,184,239,770,Carlisle AP
2440,EGNE,5522,98,ASP,1,0,3,53.2737,-0.956831,85,26,787,21,53.2874,-0.945947,76,206,787,Retford Gamston AP
2441,EGNH,6132,151,ASP,1,0,10,53.7722,-3.04269,32,95,0,28,53.7709,-3.01444,28,275,0,Blackpool International AP
2441,EGNH,3274,75,ASP,1,0,13,53.7745,-3.04373,32,127,478,31,53.7686,-3.03074,30,307,0,Blackpool International AP
2442,EGNJ,7205,148,ASP,1,0,2,53.5653,-0.357058,121,22,0,20,53.5836,-0.344444,74,202,806,Humberside AP
2442,EGNJ,3458,98,ASP,0,0,8,53.5758,-0.353469,87,82,0,26,53.5771,-0.337692,85,262,647,Humberside AP
2443,EGNL,3438,151,ASP,1,0,5,54.1239,-3.26611,38,56,0,23,54.13,-3.25417,24,236,179,Barrow Walney Island AP
2443,EGNL,3318,151,ASP,1,0,17,54.1331,-3.26929,33,166,0,35,54.1243,-3.26557,44,346,0,Barrow Walney Island AP
2444,EGNM,7381,150,CON,1,0,14,53.8734,-1.67207,673,138,958,32,53.8584,-1.64907,662,318,962,Leeds Bradford AP
2445,EGNO,7946,151,ASP,1,0,7,53.7414,-2.90128,30,71,210,25,53.7484,-2.86651,55,251,0,Warton Aerodrome
2446,EGNR,6702,148,ASP,1,0,4,53.1712,-2.98764,31,41,984,22,53.185,-2.96763,17,221,984,Hawarden AP
2447,EGNS,3934,151,ASP,1,0,3,54.0786308603753,-4.63094043914795,23,28,312,21,54.0871930185373,-4.62320583068848,52,208,0,Isle of Man AP
2447,EGNS,5751,151,ASP,1,0,8,54.0819265786427,-4.63446163887023,29,78,951,26,54.0847440538705,-4.61194684921265,32,258,459,Isle of Man AP
2449,EGNV,7516,148,ASP,1,0,5,54.5023526330349,-1.44220469444275,115,48,0,23,54.5160318491366,-1.41662676322936,116,228,0,Durham Tees Valley AP
2450,EGNX,9491,148,ASP,1,0,9,52.8306,-1.34957,306,88,590,27,52.8314,-1.30667,282,268,426,East Midlands AP
2451,EGOD,4328,151,ASP,0,0,5,52.8058,-4.13391,29,47,0,23,52.8136,-4.11925,13,227,0,Llanbedr AP
2451,EGOD,4207,151,ASP,0,0,15,52.8154,-4.1355,6,150,0,33,52.8053,-4.12622,26,330,0,Llanbedr AP
2451,EGOD,7500,151,ASP,1,0,17,52.8153,-4.13028,20,170,311,35,52.795,-4.12426,29,350,0,Llanbedr AP
2452,EGOE,3215,150,ASP,1,0,5,52.8707,-2.53603,265,43,0,23,52.8769,-2.52656,272,223,620,RAF Ternhill
2452,EGOE,3110,150,ASP,1,0,10,52.8735,-2.54017,264,99,0,28,52.8723,-2.52682,268,279,630,RAF Ternhill
3073,EGOQ,5180,150,ASP,1,0,4,53.2539,-4.38096,187,37,286,22,53.2651,-4.36662,197,217,0,RAF Mona
2453,EGOS,4523,151,ASP,1,0,5,52.7927,-2.67668,248,45,0,23,52.8015,-2.66231,238,225,0,RAF Shawbury
2453,EGOS,6018,151,ASP,1,0,18,52.8018,-2.66798,242,180,0,36,52.7854,-2.66793,237,360,0,RAF Shawbury
2454,EGOV,5377,151,ASP,1,0,1,53.2436,-4.54056,18,6,0,19,53.2581,-4.53789,35,186,221,Anglesey AP
2454,EGOV,7513,151,ASP,1,0,13,53.2538,-4.5462,30,131,0,31,53.2405,-4.52025,22,311,0,Anglesey AP
2455,EGOW,5405,150,ASP,1,0,3,53.5753,-3.06383,32,33,0,21,53.5882,-3.05133,35,213,0,RAF Woodvale
2455,EGOW,3505,148,ASP,1,0,8,53.5775,-3.06816,34,83,1175,26,53.5791,-3.05226,30,263,162,RAF Woodvale
2456,EGPA,4685,151,ASP,1,0,9,58.9577885206389,-2.90946531478881,38,87,577,27,58.9582557403654,-2.88907454498291,39,267,131,Kirkwall AP
2456,EGPA,2231,59,ASP,0,0,14,58.9604004220957,-2.90906443187715,38,140,0,32,58.9565778690989,-2.9029227116394,49,320,394,Kirkwall AP
2457,EGPB,1804,148,ASP,1,0,06H,59.8748700011358,-1.29026615211487,9,53,0,24H,59.8776084678155,-1.28287311904907,19,233,0,Sumburgh AP
2457,EGPB,4921,151,ASP,1,0,9,59.8808215349395,-1.30510979629517,20,84,23,27,59.8820915200925,-1.28286014945984,15,264,105,Sumburgh AP
2457,EGPB,4678,151,ASP,1,0,15,59.880441023637,-1.29839787696838,9,144,614,33,59.8730324394455,-1.28743503837586,6,324,614,Sumburgh AP
2458,EGPC,5988,148,ASP,1,0,13,58.4622409547763,-3.1017792803955,114,127,820,31,58.4554277833462,-3.08448550003052,114,307,1017,Wick AP
2459,EGPD,6407,150,ASP,1,0,16,57.2095,-2.20341,203,158,0,34,57.1943,-2.19216,215,338,0,Aberdeen Dyce AP
2460,EGPE,6191,151,ASP,1,0,5,57.5374549387959,-4.05853367591858,30,49,217,23,57.5477351762626,-4.03610644180297,21,229,0,Inverness AP
2460,EGPE,2297,59,ASP,0,0,11,57.5446115151063,-4.05974125396728,31,110,0,29,57.5425287894181,-4.04892801719665,25,290,0,Inverness AP
2461,EGPF,8743,151,ASP,1,0,5,55.8635541859223,-4.44887760978699,26,46,0,23,55.8777936008081,-4.42233331352234,21,226,980,Glasgow International AP
2462,EGPH,8386,150,ASP,1,0,6,55.944,-3.39014,110,59,700,24,55.9559,-3.35506,100,239,700,Edinburgh AP
2463,EGPI,2083,59,ASP,1,0,8,55.6824790264145,-6.25864376190186,33,73,0,26,55.6842004025701,-6.25007300132752,54,253,197,Islay AP
2463,EGPI,5069,151,ASP,1,0,13,55.6862740264854,-6.26814253562928,23,112,492,31,55.6805507093837,-6.25115246292115,39,292,492,Islay AP
2464,EGPK,6250,147,ASP,1,0,3,55.4884,-4.58741,48,24,0,21,55.5034,-4.57576,60,204,0,Glasgow Prestwick AP
2464,EGPK,9797,150,PEM,1,0,12,55.5150453969599,-4.61091907669068,38,121,801,30,55.5024,-4.57448,65,301,0,Glasgow Prestwick AP
2465,EGPL,6024,151,ASP,1,0,6,57.4770200897853,-7.37357947948456,16,55,394,24,57.4856529452377,-7.35031676322938,13,235,0,Benbecula AP
2465,EGPL,4003,151,ASP,1,0,17,57.4867788997687,-7.36572854232787,18,167,0,35,57.476499953364,-7.36131947486878,13,347,0,Benbecula AP
2466,EGPM,4462,102,ASP,1,0,6,60.4292,-1.30626,75,55,377,24,60.4361,-1.28595,15,235,312,Scatsta AP
2467,EGPN,4593,98,ASP,1,0,9,56.4524762837669,-3.03683131282806,17,91,0,27,56.4523614610122,-3.01470530555726,13,271,0,Dundee AP
2468,EGPO,3281,75,ASP,1,0,6,58.2119615331644,-6.33677023082734,26,60,0,24,58.2163672013408,-6.32232136707306,21,240,0,Stornoway AP
2468,EGPO,7218,151,ASP,1,0,18,58.2239254291199,-6.33270933002471,16,174,394,36,58.2061843814703,-6.32929655952453,15,354,0,Stornoway AP
2469,EGPU,4600,98,ASP,1,0,5,56.4947038777367,-6.8778015436554,30,47,0,23,56.5029486756847,-6.86176454498291,20,227,171,Tiree AP
2469,EGPU,2690,62,ASP,1,0,11,56.5021131340909,-6.87917177909851,38,110,0,29,56.4999743108992,-6.86672364418029,24,290,0,Tiree AP
2470,EGQK,7582,151,ASP,1,0,7,57.646,-3.57882,11,71,0,25,57.6529,-3.54238,22,251,0,RAF Kinloss
2471,EGQL,4803,151,ASP,1,0,4,56.3699,-2.87429,26,37,0,22,56.3805,-2.8602,33,217,0,RAF Leuchars
2471,EGQL,8491,150,ASP,1,0,8,56.373,-2.88171,30,82,886,26,56.3764,-2.84025,21,262,0,RAF Leuchars
2472,EGQS,9091,150,ASP,1,0,5,57.698,-3.35342,20,44,0,23,57.716,-3.32131,24,224,305,RAF Lossiemouth
2472,EGQS,6066,150,ASP,1,0,10,57.7073,-3.34384,39,97,321,28,57.7054,-3.31301,37,277,0,RAF Lossiemouth
2473,EGSC,6447,151,ASP,1,0,5,52.1993,0.164058,35,50,755,23,52.2107,0.186014,47,230,476,Cambridge AP
2473,EGSC,2949,115,GRS,0,0,05G,52.2031,0.175606,36,52,0,23G,52.2083,0.185672,36,232,0,Cambridge AP
2473,EGSC,2293,115,GRS,0,0,10,52.2028,0.1724,30,102,0,28,52.2022,0.178754,35,282,0,Cambridge AP
2474,EGSF,3238,75,ASP,1,0,10,52.4686,-0.258333,26,94,0,28,52.4678,-0.243889,26,274,364,Peterborough Business AP
2475,EGSH,6040,148,ASP,1,0,9,52.6758,1.26905,117,90,0,27,52.676,1.29627,106,270,0,Norwich International AP
2476,EGSS,10003,151,ASP,1,0,4,51.8751,0.219925,324,44,0,22,51.8952,0.250044,348,224,0,London Stansted AP
2477,EGSU,4931,148,ASP,0,0,6,52.0869,0.123611,124,60,0,24,52.0936,0.142222,106,240,492,Duxford Aerodrome
2477,EGSU,2887,82,GRS,0,0,06L,52.0894,0.125278,116,59,0,24R,52.0936,0.136389,104,239,0,Duxford Aerodrome
2478,EGSX,6332,148,ASP,0,0,2,51.7158,0.153342,321,18,0,20,51.7324,0.161003,321,198,0,North Weald AP
2478,EGSX,3005,148,ASP,0,0,13,51.7254,0.146536,260,128,0,31,51.7205,0.157261,270,328,0,North Weald AP
2479,EGSY,3973,98,ASP,1,0,10,53.3947,-1.39756,231,98,0,28,53.3938,-1.37941,230,278,0,Sheffield City Heliport
2480,EGTC,5902,151,ASP,1,0,3,52.0652,-0.623598,358,32,673,21,52.079,-0.609797,358,212,0,Cranfield AP
2481,EGTE,6834,151,ASP,1,0,8,50.732,-3.42814,99,76,33,26,50.7365,-3.3995,102,256,117,Exeter International AP
2482,EGTG,8094,299,CON,1,0,9,51.5194,-2.60802,199,92,574,27,51.5194,-2.57247,185,272,1033,Bristol Filton AP
2483,EGTK,4327,75,ASP,1,0,1,51.8311,-1.32,248,11,0,19,51.8419,-1.31667,258,191,0,Oxford (Kidlington) AP
2484,EGTP,3084,59,ASP,0,0,5,50.3275,-5.18437,330,44,0,23,50.3336,-5.17518,325,224,0,Perranporth Airfield
2484,EGTP,2461,75,ASP,0,0,9,50.3289,-5.18591,330,87,0,27,50.3293,-5.1754,332,267,0,Perranporth Airfield
2485,EGTU,3176,150,ASP,0,0,4,50.8562,-3.238,839,44,0,22,50.8628,-3.229,826,224,968,Dunkeswell AP
2485,EGTU,2113,65,ASP,0,0,17,50.8644,-3.235,816,170,0,35,50.8586,-3.23333,833,350,0,Dunkeswell AP
2486,EGUB,5981,150,ASP,1,0,1,51.6069,-1.09765,178,8,0,19,51.6231,-1.09407,203,188,0,RAF Benson
2487,EGUL,9000,150,PEM,1,0,6,52.4025,0.544383,27,56,0,24,52.4164,0.577647,28,236,0,RAF Lakenheath
2488,EGUN,9221,200,PEM,1,0,10,52.3643,0.468,27,103,0,28,52.3587,0.508167,33,283,0,RAF Mildenhall
2489,EGUO,3593,150,ASP,0,0,1,51.4378,-2.28583,590,5,657,19,51.4476,-2.28446,557,185,30,RAF Colerne Air Base
2489,EGUO,5459,151,ASP,0,0,7,51.4377,-2.29084,590,65,728,25,51.444,-2.26916,540,245,1050,RAF Colerne Air Base
2490,EGUW,7953,151,ASP,1,0,5,52.1206,0.9438,282,48,459,23,52.1343,0.968531,278,228,0,Wattisham Airfield
2491,EGUY,8255,200,ASP,0,0,9,52.3552,-0.124553,134,83,0,27,52.3581,-0.087928,104,263,0,RAF Wyton
2491,EGUY,2500,59,ASP,0,0,15,52.3603,-0.115358,129,151,0,33,52.3543,-0.109967,126,331,0,RAF Wyton
2492,EGVA,9994,200,ASP,1,0,9,51.683,-1.812,286,88,0,27,51.684,-1.768,255,268,0,RAF Fairford
2493,EGVN,10007,184,ASP,1,0,7,51.7461,-1.60413,284,74,0,25,51.7539,-1.56179,249,254,0,RAF Brize Norton
2494,EGVO,6030,141,ASP,1,0,9,51.2345,-0.955886,395,93,2,27,51.2338,-0.929628,391,273,0,RAF Odiham
2495,EGWC,3890,150,ASP,0,0,6,52.6377,-2.31271,258,58,148,24,52.6434,-2.29784,272,238,148,DCAE Cosford Air Base
2496,EGWU,5545,151,ASP,1,0,7,51.5501,-0.431019,114,70,302,25,51.5553,-0.408167,124,250,0,RAF Northolt
2497,EGXC,9003,200,CON,1,0,7,53.0893,-0.185564,19,72,0,25,53.097,-0.146692,25,252,0,RAF Coningsby
2498,EGXD,4469,151,ASP,0,0,10,54.1439,-1.42794,114,92,1398,28,54.1433,-1.40711,96,272,0,RAF Dishforth
2498,EGXD,6096,151,ASP,1,0,15,54.1441,-1.42692,115,151,466,33,54.1294,-1.4129,99,331,315,RAF Dishforth
2499,EGXE,7520,150,ASP,1,0,16,54.3019,-1.54261,111,156,0,34,54.2832,-1.52818,132,336,0,RAF Leeming Air Base
2500,EGXG,6158,151,ASP,1,0,6,53.8304928078145,-1.20494402908326,29,55,543,24,53.8391987107348,-1.18418457672119,29,235,0,Leeds East AP
2501,EGXH,9012,200,ASP,1,0,9,52.341,0.753111,165,81,0,27,52.3447,0.792906,159,261,0,RAF Honington
2502,EGXJ,9004,197,ASP,1,0,4,52.7265,-0.662133,461,41,0,22,52.745,-0.635306,393,221,0,RAF Cottesmore
2503,EGXP,8990,200,ASP,1,0,4,53.2987,-0.564353,196,41,0,22,53.3172,-0.537308,168,221,0,RAF Scampton
2504,EGXT,9052,200,ASP,1,0,7,52.6095,-0.4955,273,74,0,25,52.6167,-0.456667,244,254,0,RAF Wittering
2505,EGXU,6020,150,ASP,1,0,3,54.0424,-1.26042,49,32,499,21,54.0564,-1.24576,50,212,0,RAF Linton-On-Ouse
2505,EGXU,4394,150,ASP,1,0,10,54.0495,-1.26264,48,96,0,28,54.0482,-1.24231,46,276,0,RAF Linton-On-Ouse
2506,EGXW,9000,200,ASP,1,0,2,53.1547,-0.531481,227,22,0,20,53.1776,-0.516331,220,202,0,RAF Waddington
2507,EGXY,5994,150,ASP,0,0,7,53.0172,-0.928289,224,63,0,25,53.0246,-0.904025,186,243,0,RAF Syerston
2507,EGXY,4419,150,ASP,0,0,16,53.0273,-0.915347,223,151,0,34,53.0168,-0.905536,182,331,0,RAF Syerston
