airport_ref,airport_ident,length_ft,width_ft,surface,lighted,closed,le_ident,le_latitude_deg,le_longitude_deg,le_elevation_ft,le_heading_degT,le_displaced_threshold_ft,he_ident,he_latitude_deg,he_longitude_deg,he_elevation_ft,he_heading_degT,he_displaced_threshold_ft,name
321186,GB-0470,932,0,GRS,0,0,16,53.0294261658005,-1.25626087188721,127,161,0,34,53.0270129106865,-1.25486612319946,116,341,0,Watnall Airfield
321187,GB-0471,2149,0,GRS,0,0,7,50.5603177178225,-4.90137755870819,44,68,0,25,50.5625020861961,-4.89276230335236,35,248,0,Roserrow Airstrip
321188,GB-0472,1121,0,GRS,0,0,5,51.2751389199796,0.025942325592041,132,49,0,23,51.2771456919371,0.029665231704712,140,229,0,Titsey Airstrip
321223,GB-0473,889,0,GRS,0,0,16,51.8786766858181,-2.28334307670593,18,159,0,34,51.8763916173991,-2.28195905685425,15,339,0,Over Farm Microlight
321224,GB-0474,1266,0,GRS,0,0,12,53.7244306495611,-2.25821614265442,301,115,0,30,53.7229388607576,-2.25291609764099,292,295,0,Middlebank Top Farm Airstrip
321225,GB-0475,1032,0,GRS,0,0,8,52.6365333911832,-1.39249563217163,111,83,0,26,52.6368914947116,-1.38787150382996,111,263,0,Osbaston Lodge Farm Airstrip
321273,GB-0476,937,0,GRS,0,0,13,53.4296021698869,-0.349341630935669,36,126,0,31,53.4280999415669,-0.345844030380249,29,306,0,Brookfield Farm Airstrip
321274,GB-0477,1424,0,GRS,0,0,16,53.1167672330525,-1.94586753845215,431,155,0,34,53.1132383523289,-1.94307804107666,414,335,0,Onecoat Morridge Airstrip
321276,GB-0478,1274,0,GRS,0,0,17,54.2547083812015,-6.22934460639954,139,174,0,35,54.2512359827811,-6.22870087623596,136,354,0,Rathfriland Airstrip
321298,GB-0479,722,0,GRS,0,0,18,53.2850177573751,-3.36804986000061,185,176,0,36,53.2830421777253,-3.3678138256073,193,356,0,Rhedyn Coch Farm Airstrip
321299,GB-0480,1527,0,GRS,0,0,13,51.7363375928953,-2.93744802474976,43,130,0,31,51.7336399808245,-2.93227672576904,45,310,0,Kemeys Commander Airstrip
321313,GB-0481,979,0,GRS,0,0,11,52.4810356470234,-1.34452700614929,118,110,0,29,52.4801143266648,-1.3403856754303,119,290,0,Viners Airstrip
321319,GB-0482,2277,0,GRS,0,0,6,56.1459738564273,-4.19104814529419,15,57,0,24,56.1493745100264,-4.18164968490601,12,237,0,Thornhill Airfield
321319,GB-0482,1554,0,GRS,0,0,11,56.1496075842277,-4.18899893760681,13,108,0,29,56.1482927881775,-4.18172478675842,12,288,0,Thornhill Airfield
321356,GB-0483,1707,0,GRS,0,0,12,54.8708532680307,-1.59960508346558,71,123,0,30,54.8683034899335,-1.59278154373169,67,303,0,High Flats Farm Airstrip
321357,GB-0484,1653,0,GRS,0,0,7,53.5660637047798,-1.68827891349792,264,68,0,25,53.5677713147659,-1.68120861053467,241,248,0,Birds Edge Airstrip
321363,GB-0486,1300,0,GRS,0,0,3,54.0609369816,-6.56067252159119,70,27,0,21,54.0641042601921,-6.5578830242157,78,207,0,Crossmaglen Airstrip
321364,GB-0487,861,0,GRS,0,0,16,54.3279303665925,-6.29182934761047,96,163,0,34,54.3256717189063,-6.29064917564392,116,343,0,Loughbrickland Airstrip
323667,GB-0488,1245,0,GRS,0,0,15,50.4769738168245,-4.30963397026062,162,153,0,33,50.4739353902587,-4.30718779563904,146,333,0,St Mellion Airstrip
321542,GB-0489,573,0,GRS,0,0,1,54.3018639132843,-6.58602476119995,240,9,0,19,54.3034164717765,-6.58559560775757,232,189,0,Redrock Airstrip
321684,GB-0490,780,0,GRS,0,0,11,51.7826303446919,-1.0750937461853,73,105,0,29,51.7820728031741,-1.07175707817078,70,285,0,Oakley Microlight
321684,GB-0490,939,0,GRS,0,0,2,51.7842763794495,-1.07484698295593,72,15,0,20,51.7867585924828,-1.0737419128418,71,195,0,Oakley Microlight
321835,GB-0491,816,0,GRS,0,0,5,54.8886786869071,-7.26833581924439,98,51,0,23,54.8900856210181,-7.26531028747559,88,231,0,Dunnamanagh Airstrip
321864,GB-0492,3002,0,ASP,0,0,5,52.1655221234319,0.861117839813232,89,52,0,23,52.1706285928408,0.871642827987671,85,232,0,Rattlesden
321864,GB-0492,1728,0,GRS,0,0,17,52.1732342457205,0.871278047561646,84,168,0,35,52.1685952879994,0.872844457626343,88,348,0,Rattlesden
321943,GB-0493,418,0,GRS,0,0,5,54.8037336334374,-6.75647377967835,72,51,0,23,54.8044571405125,-6.75492882728577,71,231,0,Blackhill Airstrip
322438,GB-0494,1667,0,GRS,0,0,9,51.4102153301226,-2.45139956474304,27,89,0,27,51.4102688661462,-2.44407176971436,18,269,0,Avon Lane Airfield
322713,GB-0495,986,0,GRS,0,0,9,52.1778464035278,-1.18125557899475,149,89,0,27,52.1779121940455,-1.17684602737427,170,269,0,Red House Farm Airstrip
322713,GB-0495,1712,0,GRS,0,0,8,52.1776490313908,-1.17610573768616,170,78,0,26,52.1786293043774,-1.16861701011658,165,258,0,Red House Farm Airstrip
322713,GB-0495,1023,0,GRS,0,0,1,52.1775240285843,-1.17607355117798,170,14,0,19,52.1802411156757,-1.17493629455566,174,194,0,Red House Farm Airstrip
322713,GB-0495,774,0,GRS,0,0,17,52.1802608517786,-1.17385268211365,174,168,0,35,52.1781819341508,-1.17314457893372,170,348,0,Red House Farm Airstrip
322762,GB-0497,3016,0,GRS,0,0,3,53.4587029551061,-0.580140352249146,61,30,0,21,53.4658441058018,-0.573134422302246,54,210,0,Kirton-in-Lindsey Glider Field
322762,GB-0497,3723,0,GRS,0,0,12,53.4637491521077,-0.581148862838745,62,122,0,30,53.4583388392125,-0.566611289978027,47,302,0,Kirton-in-Lindsey Glider Field
322818,GB-0498,1944,0,GRS,0,0,3,52.3660878910535,-0.635855197906494,86,31,0,21,52.3706407247636,-0.631316900253296,86,211,0,Wold Lodge Airstrip
322881,GB-0499,1163,0,GRS,0,0,12,53.1984171581276,0.035330057144165,56,120,0,30,53.1968232167916,0.03994345664978,49,300,0,Windsor Farm Airstrip
322882,GB-0500,939,0,GRS,0,0,9,53.5615649693189,-0.204352140426636,22,88,0,27,53.5616350666003,-0.200017690658569,23,268,0,Lindens Farm Airstrip
322883,GB-0501,2728,0,GRS,0,0,10,52.7458464349842,-0.348633527755737,9,98,0,28,52.7448397419025,-0.336391925811768,19,278,0,Northorpe Fen Airstrip
322884,GB-0502,1183,0,GRS,0,0,4,52.2334819027906,-1.42246395349503,86,42,0,22,52.2358966150092,-1.41892343759537,84,222,0,Poplars Farm Airstrip
322886,GB-0503,1478,0,GRS,0,0,4,52.1991114081856,-1.36737942695618,101,41,0,22,52.2021493751279,-1.36300206184387,103,221,0,Glebe Farm Airstrip
323344,GB-0505,1638,0,GRS,0,0,1,51.4710787275875,-2.40380644798279,87,12,0,19,51.475475992121,-2.40233659744263,87,192,0,Rookery Farm UL
323443,GB-0506,2202,0,GRS,0,0,5,51.4245406720455,-1.11461877822876,51,46,0,23,51.4287283637889,-1.10764503479004,51,226,0,Englefield Airstrip
323511,GB-0507,1245,0,GRS,0,0,10,52.2352444913918,-1.01686835289001,86,96,0,28,52.234902820785,-1.01132154464722,82,276,0,Lodge Farm Airstrip
323605,GB-0508,1642,0,GRS,0,0,15,52.5861613692854,-2.63999104499817,118,152,0,33,52.5821783883531,-2.63653635978699,112,332,0,Mill Farm Airstrip
323605,GB-0508,958,0,GRS,0,0,8,52.5833713649637,-2.63915419578552,115,83,0,26,52.5836907903487,-2.63486266136169,113,263,0,Mill Farm Airstrip
323632,GB-0509,887,0,GRS,0,0,9,52.0776729473193,-2.90983200073242,61,90,0,27,52.0776663534551,-2.90587306022644,62,270,0,Bycross Farm Airstrip
324207,GB-0513,1738,0,GRS,0,0,5,51.4703502644244,-1.3666820526123,135,49,0,23,51.4734645300926,-1.36088848114014,133,229,0,Firs Farm Airstrip
324345,GB-0514,1461,0,GRS,0,0,9,52.7066721785341,-1.75710439682007,59,88,0,27,52.7068021894665,-1.75049543380737,58,268,0,Roddige Airfield
324345,GB-0514,1473,0,GRS,0,0,17,52.707218221847,-1.75008773803711,58,166,0,35,52.7032917583317,-1.74852132797241,56,346,0,Roddige Airfield
324484,GB-0517,2620,0,GRS,0,0,4,51.1306228749892,-2.03842520713806,165,40,0,22,51.1361232851082,-2.0310652256012,127,220,0,Glebe Farm Airstrip
331545,GB-0518,1237,0,GRS,0,0,15,51.9823493722278,-3.20687055587769,282,146,0,33,51.9795276950232,-3.20381283760071,291,326,0,Talgarth Glider Field
331549,GB-0520,1248,0,GRS,0,0,11,51.5015434629555,-1.04080438613892,108,107,0,29,51.5005616935809,-1.03553652763367,104,287,0,Whittles Farm Airstrip
331553,GB-0521,1455,0,GRS,0,0,5,52.1984998442762,0.441266298294067,110,53,0,23,52.2008802929817,0.446491241455078,107,233,0,Woodditton Airstrip
324810,GB-0522,1492,0,GRS,0,0,9,52.1221560476424,-0.698179006576538,95,91,0,27,52.122100055634,-0.691516399383545,97,271,0,Wood Farm Airstrip
331556,GB-0523,1754,0,GRS,0,0,6,50.846848126484,0.279690027236938,9,57,0,24,50.8494831918689,0.286062955856323,0,237,0,Westfield Farm Airstrip
324984,GB-0524,1521,0,GRS,0,0,12,50.1804021805387,-5.45302748680115,24,115,0,30,50.1786227005768,-5.44713735580444,13,295,0,Tempest Airstrip
324985,GB-0525,807,0,GRS,0,0,4,56.2231524666652,-2.97888278961182,84,37,0,22,56.2249120426632,-2.97646880149841,78,217,0,Pilmuir Farm Airstrip
324999,GB-0526,2616,0,GRS,0,0,16,51.6038652141053,-1.18502140045166,47,164,0,34,51.5969678379392,-1.18185639381409,46,344,0,North Moreton Airstrip
325306,GB-0529,1130,0,GRS,0,0,5,52.1836290183745,-0.518138408660889,38,50,0,23,52.1856024349663,-0.514243841171265,35,230,0,Earwig Farm Airstrip
331568,GB-0530,5697,0,GRS,0,0,8,51.9406206638148,0.779256820678711,70,81,0,26,51.9429421491136,0.804308652877808,62,261,0,Wormingford Glider Field
325630,GB-0531,2671,0,GRS,0,0,10,51.2546366367913,-2.33073234558105,117,99,0,28,51.2534481101167,-2.31918811798096,105,279,0,Orchardleigh Private Airstrip
325679,GB-0532,2359,0,GRS,0,0,6,53.321177808833,-0.262212753295898,47,62,0,24,53.3242282135146,-0.252664089202881,52,242,0,Grange Farm private Airstrip
326073,GB-0535,1825,0,GRS,0,0,10,51.5962547161108,-0.897215008735657,186,97,0,28,51.5956282260132,-0.889222025871277,152,277,0,Luxter Farm Airstrip
331583,GB-0536,1853,0,GRS,0,0,4,52.4191990837835,-0.25094747543335,26,37,0,22,52.4232819131382,-0.245990753173828,29,217,0,Woodwalton Private Airstrip
331584,GB-0537,1842,0,GRS,0,0,13,51.3164580455977,0.761779546737671,48,127,0,31,51.3134135474604,0.768227577209473,56,307,0,New Orchard Farm Airstrip
331585,GB-0538,437,0,GRS,0,0,17,52.0491057877859,0.557867288589478,83,167,0,35,52.0479379118919,0.55830717086792,83,347,0,Ridgewell Glider Field
326356,GB-0539,846,0,CON,0,0,4,57.5700442198362,-5.19029974937439,159,42,0,22,57.5717587323423,-5.18738150596619,157,222,0,Achnasheen Airstrip
326357,GB-0540,1711,0,GRS,0,0,6,57.831055691189,-3.81238460540771,18,62,0,24,57.8332719645946,-3.80461692810059,18,242,0,Ballone Castle Airstrip
326358,GB-0541,1091,0,CON,0,0,10,56.5613330041114,-5.54976403713226,19,102,0,28,56.5606797157297,-5.54455518722534,3,282,0,Glensanda Airstrip
326382,GB-0542,1483,0,GRS,0,0,9,56.6524933652653,-2.83801317214966,69,85,0,27,56.6528531298945,-2.83064246177673,73,265,0,Forfar Airstrip
331603,GB-0543,1550,0,GRS,0,0,2,52.4078319090233,-0.792442560195923,120,20,0,20,52.4118176250757,-0.79001784324646,122,200,0,Rothwell Lodge Farm Airstrip
326703,GB-0544,2439,0,GRS,0,0,4,53.0834631658196,-0.851869583129883,13,37,0,22,53.0888051475529,-0.845174789428711,14,217,0,Rectory Farm Airstrip
326704,GB-0545,2714,0,GRS,0,0,10,56.1919975833976,-3.33622813224792,108,96,0,28,56.1912513699393,-3.32292437553406,109,276,0,Portmoak Glider Field
326705,GB-0546,1214,0,ASP,0,0,7,54.5718253224711,-7.0461630821228,153,69,0,25,54.573013193837,-7.04079866409302,154,249,0,Carrickmore Airstrip
326746,GB-0547,751,0,GRS,0,0,6,53.278936785074,-2.29884088039398,78,63,0,24,53.2798733624943,-2.29576975107193,78,243,0,Pear Tree Farm Airstrip
326753,GB-0548,1038,0,GRS,0,0,3,51.1772175952933,0.525949001312256,29,26,0,21,51.1797734248756,0.527944564819336,28,206,0,Lukesfield Airstrip
326755,GB-0550,1343,0,GRS,0,0,6,50.1122193209187,-5.63032150268555,145,61,0,24,50.1140081531355,-5.62530040740967,136,241,0,Lower Botrea
326756,GB-0551,3290,0,GRS,0,0,11,52.2639420003178,-0.493483543395996,76,111,0,29,52.2606718551715,-0.479750633239746,64,291,0,Sackville Farm Airstrip
326757,GB-0552,2080,0,GRS,0,0,6,52.0177539033362,-0.362430810928345,46,59,0,24,52.0207052177924,-0.354502201080322,49,239,0,Meppershall
326757,GB-0552,1869,0,GRS,0,0,2,52.0166842513677,-0.356819629669189,51,19,0,20,52.0215436989081,-0.354169607162476,48,199,0,Meppershall
326763,GB-0553,2679,0,GRS,0,0,8,52.0182491039199,1.00120425224304,53,83,0,26,52.0190942335885,1.01305961608887,51,263,0,Raydon Wings
326802,GB-0554,1207,0,GRS,0,0,8,53.6883208558051,-2.79917478561401,29,84,0,26,53.6886766432875,-2.79361724853516,11,264,0,Carr Valley
326802,GB-0554,1089,0,GRS,0,0,11,53.6890197212269,-2.79921770095825,29,108,0,29,53.6881175473225,-2.79441118240356,10,288,0,Carr Valley
326803,GB-0555,1084,0,GRS,0,0,8,51.3103755538959,-2.31194615364075,111,75,0,26,51.3111535140123,-2.30735421180725,111,255,0,Brown Shutters Farm Airstrip
326803,GB-0555,1307,0,GRS,0,0,16,51.3127161009433,-2.31034755706787,113,158,0,34,51.3093829649423,-2.30823397636414,106,338,0,Brown Shutters Farm Airstrip
326804,GB-0556,1869,0,GRS,0,0,10,51.9948102043872,0.552138090133667,75,99,0,28,51.9940042533233,0.560356378555298,77,279,0,Blooms Farm Airstrip
326805,GB-0557,3582,0,ASP,0,0,6,52.8289903132535,-0.71587085723877,151,64,0,24,52.8332619520869,-0.701236724853516,142,244,0,Saltby Glider Field
326805,GB-0557,3659,0,GRS,0,0,1,52.8238041477655,-0.714508295059204,151,6,0,19,52.8337740019919,-0.712662935256958,148,186,0,Saltby Glider Field
326821,GB-0558,871,0,GRS,0,0,16,54.4598112079193,-6.43873929977417,11,160,0,34,54.45756604526,-6.43733382225037,12,340,0,Tarsan Lane Microlights
326821,GB-0558,1151,0,GRS,0,0,11,54.4577656202611,-6.43765568733215,13,111,0,29,54.4566242875943,-6.43259167671204,11,291,0,Tarsan Lane Microlights
326848,GB-0559,1382,0,GRS,0,0,16,54.0949898725203,-6.04685783386231,186,155,0,34,54.0915417938856,-6.04417562484741,161,335,0,Aughrim Airstrip
326881,GB-0560,2147,0,GRS,0,0,7,52.3079932019366,1.22147798538208,55,65,0,25,52.3104596139031,1.23022198677063,54,245,0,Horham Airstrip
326887,GB-0561,1092,0,GRS,0,0,8,53.1570454841024,-4.23756837844849,60,80,0,26,53.1575794417574,-4.2326545715332,59,260,0,Cae Mawr Tyddyn Hen
326887,GB-0561,1128,0,GRS,0,0,1,53.1561448175872,-4.23595905303955,66,13,0,19,53.1591555430878,-4.234778881073,61,193,0,Cae Mawr Tyddyn Hen
327471,GB-0562,1795,0,GRS,0,0,2,51.6671454974097,0.631595849990845,59,15,0,20,51.6719097504243,0.633591413497925,56,195,0,Stow Maries Great War Aerodrome
327471,GB-0562,1640,0,GRS,0,0,15,51.6721625878391,0.630168914794922,56,151,0,33,51.668236795135,0.63370943069458,59,331,0,Stow Maries Great War Aerodrome
328560,GB-0564,2408,0,GRS,0,0,0,51.1413134017324,1.20813131332397,135,4,0,18,51.1479028646759,1.20880722999573,141,184,0,Chalksole Green Airstrip
328560,GB-0564,2636,0,GRS,0,0,5,51.1428009929408,1.2054705619812,142,48,0,23,51.147674032905,1.21397852897644,141,228,0,Chalksole Green Airstrip
329160,GB-0569,2977,0,GRS,0,0,1,51.3389636266474,-1.54252767562866,198,8,0,19,51.3470460449521,-1.54069304466248,220,188,0,Rivar Hill Glider Field
329259,GB-0577,1694,0,GRS,0,0,8,56.649786173777,-3.03359985351562,76,78,0,26,56.6507593695648,-3.02533864974976,72,258,0,Kirriemuir Farm Strip
330333,GB-0581,1831,0,GRS,0,0,36,51.1421480741956,-0.665595531463623,118,360,0,18,51.147169252928,-0.665638446807861,109,180,0,Winkwood Farm Airstrip
330577,GB-0584,1671,0,GRS,0,0,2,52.2764556293524,1.50808811187744,24,17,0,20,52.2808404724604,1.51025533676147,32,197,0,Yoxford Airstrip
330578,GB-0585,965,0,GRS,0,0,5,50.6305024685429,-1.36578887701035,47,51,0,23,50.6321731903411,-1.36255413293839,49,231,0,Yafford House Private Airstrip
330630,GB-0587,1750,0,GRS,0,0,4,51.3810891362964,-2.57105827331543,101,43,0,22,51.3845911510039,-2.56580114364624,112,223,0,Norton Malreward Airstrip
331612,GB-0591,1567,0,GRS,0,0,4,51.2872252068743,-2.72331118583679,250,38,0,22,51.2906337566511,-2.71912693977356,258,218,0,Warren Farm Airstrip
331613,GB-0592,2824,0,GRS,0,0,12,53.4776071386819,-1.42673134803772,117,121,0,30,53.4736162470382,-1.41558408737183,122,301,0,Wentworth Private Airstrip
331626,GB-0593,2576,0,GRS,0,0,10,52.4660372891997,1.32203936576843,52,100,0,28,52.4647626833032,1.33344411849976,50,280,0,Topcroft Farm Airstrip
332336,GB-0594,1673,0,GRS,0,0,11,50.9356469400586,0.028163194656372,28,107,0,29,50.9343284803656,0.035136938095093,30,287,0,Barcombe-North Airstrip
332337,GB-0596,1196,0,GRS,0,0,10,52.8998684415562,-1.80454730987549,86,98,0,28,52.8994089456327,-1.79916143417358,86,278,0,Palmer Moor Farm Airstrip
331627,GB-0597,1610,0,GRS,0,0,7,52.033307185915,0.636080503463745,58,70,0,25,52.0348054550579,0.642828941345215,63,250,0,Waits Farm Airstrip
331057,GB-0599,1624,0,GRS,0,0,3,50.7948547664822,-2.26776480674744,122,32,0,21,50.7986184503151,-2.26399898529053,133,212,0,Bagber Farm Airstrip
331058,GB-0600,1170,0,GRS,0,0,17,50.6832512391988,-1.49259030818939,19,173,0,35,50.6800629316302,-1.49200558662415,18,353,0,Freshwater Fruit Farm Airstrip
331087,GB-0601,1672,0,GRS,0,0,7,53.3158198475852,-0.0758957862854,129,68,0,25,53.3175247264007,-0.068771839141846,133,248,0,Cadwell Park Farm Airstrip
331641,GB-0602,860,0,GRS,0,0,1,53.0436577525326,-0.998371839523315,66,12,0,19,53.0459668780166,-0.997567176818848,77,192,0,Bankwood Farm Airstrip
331641,GB-0602,914,0,GRS,0,0,11,53.0460636263843,-0.99900484085083,82,114,0,29,53.0450316325993,-0.995206832885742,77,294,0,Bankwood Farm Airstrip
331226,GB-0606,1199,0,GRS,0,0,5,52.3442867466592,1.06240153312683,47,53,0,23,52.3462464717862,1.06672525405884,42,233,0,Wortham Airstrip
331645,GB-0611,1760,0,ASP,0,0,5,53.9640137825272,-2.83362507820129,16,50,0,23,53.9671442691401,-2.82738089561462,13,230,0,Cockerham
331648,GB-0614,2784,0,GRS,0,0,6,50.90579665052,0.098898410797119,19,63,0,24,50.9092131404987,0.109723806381226,33,243,0,Ringmer Glider Field
331679,GB-0615,2412,0,GRS,0,0,5,51.8662630612005,-0.550346374511719,137,45,0,23,51.8709732229447,-0.54282546043396,147,225,0,London Gliding Club
331711,GB-0616,3729,0,GRS,0,0,5,53.2418677732931,-0.865613222122192,45,48,0,23,53.2487115287271,-0.852921009063721,38,228,0,Darlton Gliding Club
331723,GB-0619,1735,0,GRS,0,0,4,51.3396807810823,-1.87827587127686,108,44,0,22,51.3430988396207,-1.87297582626343,112,224,0,Stanton Farm Airstrip
331747,GB-0620,1445,0,GRS,0,0,10,50.8985467725119,-0.25642454624176,22,100,0,28,50.8978362710967,-0.250244736671448,30,280,0,Truleigh Manor Farm Airstrip
331762,GB-0621,1514,0,GRS,0,0,8,51.2272591560187,-0.73159396648407,84,80,0,26,51.2279982126696,-0.725070834159851,94,260,0,Tongham Airstrip
331802,GB-0622,1689,0,GRS,0,0,12,53.1075902525796,-2.50782251358032,44,117,0,30,53.1054518958142,-2.50097751617432,35,297,0,Dairy House Farm Airfield
331816,GB-0624,1122,0,GRS,0,0,6,51.0353762093579,-0.513825416564941,31,64,0,24,51.0367120418421,-0.509415864944458,29,244,0,Sparr Farm Airstrip
331846,GB-0626,1582,0,GRS,0,0,6,53.3244076422934,0.068846940994263,19,56,0,24,53.3268362647517,0.074865818023682,19,236,0,North Reston Hall Farm Airstrip
331847,GB-0627,2013,0,GRS,0,0,7,53.3570319066867,0.027819871902466,24,72,0,25,53.3587159298867,0.036628246307373,22,252,0,Louth Airstrip
331848,GB-0628,2124,0,GRS,0,0,4,53.3622886560829,0.11560320854187,16,43,0,22,53.3665204764214,0.122308731079102,9,223,0,Eastfield Farm Airstrip
331849,GB-0629,1315,0,GRS,0,0,8,52.3422155046154,-0.785629749298096,135,77,0,26,52.343002063654,-0.779868364334106,138,257,0,Hold Farm Airstrip
331850,GB-0630,1456,0,GRS,0,0,7,52.035802073244,-0.621317625045776,81,70,0,25,52.0371946614445,-0.615234375,83,250,0,Hulcote Farm Airstrip
331857,GB-0632,1500,0,GRS,0,0,6,52.1329743597676,1.26304149627686,52,61,0,24,52.1349697797132,1.26889944076538,52,241,0,Debach Airfield
331870,GB-0634,1994,0,GRS,0,0,9,52.538713664564,0.379307270050049,6,94,0,27,52.538341706704,0.38827657699585,3,274,0,Southery Airstrip
331989,GB-0638,1958,0,GRS,0,0,14,52.2620180284615,-2.39516973495483,35,135,0,32,52.2582486402674,-2.38892555236816,39,315,0,Shelsley-Beauchamp Airstrip
332001,GB-0639,3242,0,GRS,0,0,11,52.6909965226006,-0.785297155380249,149,108,0,29,52.6882131964422,-0.771371126174927,137,288,0,Ranksborough Farm Airstrip
332319,GB-0649,1016,0,GRS,0,0,14,50.9923863866066,-0.99475622177124,113,139,0,32,50.9902726547311,-0.991870164871216,106,319,0,Ramsdean private airstrip
332373,GB-0651,1607,0,GRS,0,0,2,54.8399549051641,-4.15970921516418,75,16,0,20,54.844199196522,-4.15764927864075,81,196,0,Lennox Plunton Airstrip
332377,GB-0652,2146,0,GRS,0,0,9,50.9765884708968,-1.52583360671997,57,85,0,27,50.977068093418,-1.51652097702026,42,265,0,Pauncefoot Farm Airstrip
332382,GB-0653,1865,0,GRS,0,0,5,50.9046228084663,-0.867683887481689,64,49,0,23,50.9079514362728,-0.861525535583496,89,229,0,Pitlands Farm Airstrip
332385,GB-0654,772,0,GRS,0,0,3,52.8331258365396,-3.42113614082336,225,29,0,21,52.8349730825814,-3.41941952705383,238,209,0,Pencraig Airstrip
332509,GB-0660,1586,0,GRS,0,0,4,53.9392077279916,-1.55508041381836,85,44,0,22,53.9423148174048,-1.54990911483765,89,224,0,North Rigton Private Airstrip
332514,GB-0661,1199,0,GRS,0,0,5,51.6731872302808,-0.491670370101929,116,49,0,23,51.675336242707,-0.487657785415649,117,229,0,New Model Farm Airstrip
332548,GB-0662,2194,0,GRS,0,0,8,52.0740923357239,-2.48110771179199,69,77,0,26,52.07543757155,-2.47156977653503,64,257,0,Swinmore Farm Airstrip
332606,GB-0667,2866,0,GRS,0,0,9,54.2874373450827,-1.83881521224976,173,88,0,27,54.2876878494485,-1.82536125183105,145,268,0,Park Farm Airstrip
332607,GB-0668,2269,0,GRS,0,0,10,50.9157173089328,-2.74230122566223,28,95,0,28,50.9151491182845,-2.73247361183166,31,275,0,Middle Chinnock Airstrip
332611,GB-0669,1479,0,GRS,0,0,1,51.6541393975675,-2.40833401679993,47,8,0,19,51.6581529354691,-2.40738183259964,54,188,0,Michaelwood Airstrip
332689,GB-0678,1357,0,GRS,0,0,4,51.7732706991999,-0.834735631942749,84,35,0,22,51.7763111373639,-0.831270217895508,80,215,0,Marsh Hill Farm Airstrip
332691,GB-0679,1825,0,GRS,0,0,2,51.0944196303599,-1.49731636047363,33,19,0,20,51.0991562902378,-1.49474143981934,34,199,0,Marsh Court Manor Private Airstrip
332711,GB-0680,1675,0,GRS,0,0,10,52.4693314842436,-0.318914651870728,57,99,0,28,52.4686125341353,-0.311468839645386,52,279,0,Manor Farm Airstrip
332712,GB-0681,1543,0,GRS,0,0,5,52.5388050221528,-0.870698690414429,71,54,0,23,52.5412716051918,-0.865044593811035,75,234,0,Manor Farm Airstrip
332844,GB-0685,1543,0,GRS,0,0,7,55.3150984127989,-1.78738117218018,127,71,0,25,55.3164415741056,-1.78033232688904,117,251,0,Athey's Moor Airfield
332844,GB-0685,1586,0,GRS,0,0,3,55.3143657601811,-1.78834676742554,135,32,0,21,55.3180594125407,-1.78431272506714,120,212,0,Athey's Moor Airfield
332848,GB-0686,2370,0,GRS,0,0,6,53.0428385637674,-0.337518453598022,10,62,0,24,53.0458443297723,-0.327937602996826,19,242,0,Old Manor Farm Airstrip
332850,GB-0687,1816,0,GRS,0,0,1,52.4724881898183,-1.20835661888123,131,11,0,19,52.4773829231434,-1.20685458183289,134,191,0,Bitteswell Farm Airstrip
332851,GB-0688,1065,0,GRS,0,0,3,52.0755760494074,-2.38829255104065,103,31,0,21,52.0780784680963,-2.38584101200104,100,211,0,Hoe Farm Airstrip
332859,GB-0689,2891,0,GRS,0,0,4,52.2855924172917,-2.13920116424561,42,42,0,22,52.2914594471387,-2.13048934936523,51,222,0,Brine Pits Farm Airstrip
332862,GB-0691,904,0,GRS,0,0,16,52.0141288681392,0.746716260910034,22,161,0,34,52.0117846543959,0.748025178909302,26,341,0,Crosbie Field UL
332864,GB-0693,1562,0,GRS,0,0,8,52.3267371094817,-1.55162572860718,57,81,0,26,52.3274124764897,-1.54470562934876,54,261,0,Bericote Farm Airstrip
332865,GB-0694,1828,0,GRS,0,0,3,52.4709850249254,-1.44920825958252,100,33,0,21,52.4751741522842,-1.44469141960144,98,213,0,Camp Farm Airstrip
332871,GB-0696,1305,0,GRS,0,0,11,52.9730084693265,-0.718574523925781,37,105,0,29,52.9720845635474,-0.712834596633911,33,285,0,Manor House Farm Airstrip UL
332884,GB-0697,1088,0,GRS,0,0,12,52.2143451819153,-3.07194471359253,177,117,0,30,52.2129909880165,-3.06760489940643,175,297,0,Green Acres Airstrip
332885,GB-0698,1336,0,GRS,0,0,7,52.1661933680709,-2.3525869846344,51,67,0,25,52.1676147938816,-2.34708309173584,47,247,0,Stitchin's Hill Farm Airstrip
332886,GB-0699,1324,0,GRS,0,0,17,52.410508726845,-0.596630573272705,81,167,0,35,52.4069745075979,-0.59525728225708,82,347,0,Drayton Hone Farm Airstrip
332887,GB-0700,2096,0,GRS,0,0,5,53.1830730125214,0.022809505462647,94,47,0,23,53.1869690299737,0.029858350753784,81,227,0,Northfield Farm Airstrip
332888,GB-0701,664,0,GRS,0,0,5,52.8200567579915,-1.44746482372284,103,52,0,23,52.8211686902318,-1.44507765769959,98,232,0,Riding Bank Farm Airstrip
332888,GB-0701,966,0,GRS,0,0,15,52.8227295616869,-1.44910097122192,90,146,0,33,52.820530062073,-1.44666016101837,103,326,0,Riding Bank Farm Airstrip
332889,GB-0702,1745,0,GRS,0,0,9,53.0668336962962,-0.156238675117493,9,86,0,27,53.0671914908521,-0.148299336433411,13,266,0,Whaley Farm Airstrip
